,,Pais,Liga,Jogador,Time,Temporada,ass,gols,rank,Ano_inicio
315,,England,Premier_league,Simon Francis,AFC Bournemouth,2016-2017,1,0,,2016
316,,England,Premier_league,Adam Forshaw,Middlesbrough FC,2016-2017,1,0,,2016
317,,Argentina,Premier_league,Federico Fernández,Swansea City,2016-2017,1,0,,2016
318,,England,Premier_league,Aaron Lennon,Everton FC,2016-2017,1,0,,2016
319,,Slovakia,Premier_league,Filip Lesniak,Tottenham Hotspur,2016-2017,1,0,,2016
320,,South Africa,Premier_league,Andrew Surman,AFC Bournemouth,2016-2017,1,0,,2016
321,,England,Premier_league,Jack Stephens,Southampton FC,2016-2017,1,0,,2016
322,,Egypt,Premier_league,Ramadan Sobhi,Stoke City,2016-2017,1,0,,2016
323,,England,Premier_league,Josh Sims,Southampton FC,2016-2017,1,0,,2016
324,,Wales,Premier_league,Neil Taylor,Swansea City,2016-2017,1,0,,2016
325,,Turkey,Premier_league,Gökhan Töre,West Ham United,2016-2017,1,0,,2016
326,,England,Premier_league,Ashley Young,Manchester United,2016-2017,1,0,,2016
327,,Ireland,Premier_league,Glenn Whelan,Stoke City,2016-2017,1,0,,2016
328,,England,Premier_league,Joel Ward,Crystal Palace,2016-2017,1,0,,2016
329,,Mali,Premier_league,Adama Traoré,Middlesbrough FC,2016-2017,1,0,,2016
330,,England,Premier_league,Luke Shaw,Manchester United,2016-2017,1,0,,2016
331,,France,Premier_league,Bacary Sagna,Manchester City,2016-2017,1,0,,2016
332,,Ecuador,Premier_league,Jefferson Montero,Swansea City,2016-2017,1,0,,2016
333,,Congo DR,Premier_league,Dieumerci Mbokani,Hull City,2016-2017,1,0,,2016
334,,France,Premier_league,Arthur Masuaku,West Ham United,2016-2017,1,0,,2016
335,,Scotland,Premier_league,Donald Love,Sunderland AFC,2016-2017,1,0,,2016
336,,Norway,Premier_league,Håvard Nordtveit,West Ham United,2016-2017,1,0,,2016
337,,Ireland,Premier_league,John O'Shea,Sunderland AFC,2016-2017,1,0,,2016
338,,England,Premier_league,Jack Rodwell,Sunderland AFC,2016-2017,1,0,,2016
339,,Netherlands,Premier_league,Erik Pieters,Stoke City,2016-2017,1,0,,2016
340,,Brazil,Premier_league,Oscar,Chelsea FC,2016-2017,1,0,,2016
341,,France,Premier_league,Kurt Zouma,Chelsea FC,2016-2017,1,0,,2016
342,,Egypt,Premier_league,Mohamed Salah,Liverpool FC,2017-2018,10,32,1.,2017
343,,England,Premier_league,Harry Kane,Tottenham Hotspur,2017-2018,2,30,2.,2017
344,,England,Premier_league,Raheem Sterling,Manchester City,2017-2018,11,18,3.,2017
345,,Argentina,Premier_league,Kun Agüero,Manchester City,2017-2018,6,21,4.,2017
346,,Germany,Premier_league,Leroy Sané,Manchester City,2017-2018,15,10,5.,2017
347,,Belgium,Premier_league,Kevin De Bruyne,Manchester City,2017-2018,16,8,6.,2017
348,,Belgium,Premier_league,Romelu Lukaku,Manchester United,2017-2018,7,16,7.,2017
349,,Brazil,Premier_league,Roberto Firmino,Liverpool FC,2017-2018,7,15,8.,2017
350,,Algeria,Premier_league,Riyad Mahrez,Leicester City,2017-2018,10,12,,2017
351,,England,Premier_league,Jamie Vardy,Leicester City,2017-2018,1,20,10.,2017
352,,Spain,Premier_league,David Silva,Manchester City,2017-2018,11,9,11.,2017
353,,Denmark,Premier_league,Christian Eriksen,Tottenham Hotspur,2017-2018,9,10,12.,2017
354,,England,Premier_league,Dele Alli,Tottenham Hotspur,2017-2018,10,9,,2017
355,,France,Premier_league,Alexandre Lacazette,Arsenal FC,2017-2018,4,14,14.,2017
356,,South Korea,Premier_league,Heung-min Son,Tottenham Hotspur,2017-2018,6,12,,2017
357,,Spain,Premier_league,Morata,Chelsea FC,2017-2018,6,11,16.,2017
358,,Austria,Premier_league,Marko Arnautović,West Ham United,2017-2018,6,11,,2017
359,,Senegal,Premier_league,Sadio Mané,Liverpool FC,2017-2018,7,10,,2017
360,,Brazil,Premier_league,Gabriel Jesus,Manchester City,2017-2018,3,13,19.,2017
361,,Belgium,Premier_league,Eden Hazard,Chelsea FC,2017-2018,4,12,,2017
362,,France,Premier_league,Paul Pogba,Manchester United,2017-2018,10,6,,2017
363,,Chile,Premier_league,Alexis Sánchez,Manchester UnitedArsenal FC,2017-2018,6,9,22.,2017
364,,Switzerland,Premier_league,Xherdan Shaqiri,Stoke City,2017-2018,7,8,,2017
365,,Germany,Premier_league,Pascal Groß,Brighton & Hove Albion,2017-2018,8,7,,2017
366,,Wales,Premier_league,Aaron Ramsey,Arsenal FC,2017-2018,8,7,,2017
367,,Gabon,Premier_league,Pierre-Emerick Aubameyang,Arsenal FC,2017-2018,4,10,26.,2017
368,,France,Premier_league,Anthony Martial,Manchester United,2017-2018,5,9,,2017
369,,Spain,Premier_league,Ayoze Pérez,Newcastle United,2017-2018,5,8,28.,2017
370,,England,Premier_league,Jesse Lingard,Manchester United,2017-2018,5,8,,2017
371,,Brazil,Premier_league,Coutinho,Liverpool FC,2017-2018,6,7,,2017
372,,Brazil,Premier_league,Willian,Chelsea FC,2017-2018,7,6,,2017
373,,England,Premier_league,Glenn Murray,Brighton & Hove Albion,2017-2018,0,12,32.,2017
374,,England,Premier_league,Wayne Rooney,Everton FC,2017-2018,2,10,,2017
375,,Ivory Coast,Premier_league,Wilfried Zaha,Crystal Palace,2017-2018,3,9,,2017
376,,England,Premier_league,Marcus Rashford,Manchester United,2017-2018,5,7,,2017
377,,Germany,Premier_league,Mesut Özil,Arsenal FC,2017-2018,8,4,,2017
378,,Armenia,Premier_league,Henrikh Mkhitaryan,Manchester UnitedArsenal FC,2017-2018,9,3,,2017
379,,New Zealand,Premier_league,Chris Wood,Burnley FC,2017-2018,1,10,38.,2017
380,,Serbia,Premier_league,Luka Milivojević,Crystal Palace,2017-2018,1,10,,2017
381,,Norway,Premier_league,Joshua King,AFC Bournemouth,2017-2018,3,8,,2017
382,,Argentina,Premier_league,Manuel Lanzini,West Ham United,2017-2018,6,5,,2017
383,,Senegal,Premier_league,Oumar Niasse,Everton FC,2017-2018,2,8,42.,2017
384,,England,Premier_league,Callum Wilson,AFC Bournemouth,2017-2018,2,8,,2017
385,,France,Premier_league,Abdoulaye Doucouré,Watford FC,2017-2018,3,7,,2017
386,,Venezuela,Premier_league,Salomón Rondón,West Bromwich Albion,2017-2018,3,7,,2017
387,,Cameroon,Premier_league,Eric Maxim Choupo-Moting,Stoke City,2017-2018,5,5,,2017
388,,England,Premier_league,Dominic Calvert-Lewin,Everton FC,2017-2018,6,4,,2017
389,,England,Premier_league,Alex Oxlade-Chamberlain,Liverpool FCArsenal FC,2017-2018,7,3,,2017
390,,Iceland,Premier_league,Jóhann Guðmundsson,Burnley FC,2017-2018,8,2,,2017
391,,England,Premier_league,Ashley Barnes,Burnley FC,2017-2018,0,9,50.,2017
392,,Spain,Premier_league,Marcos Alonso,Chelsea FC,2017-2018,2,7,,2017
393,,Ghana,Premier_league,Jordan Ayew,Swansea City,2017-2018,2,7,,2017
394,,Portugal,Premier_league,Bernardo Silva,Manchester City,2017-2018,3,6,,2017
395,,England,Premier_league,Dwight Gayle,Newcastle United,2017-2018,3,6,,2017
396,,Serbia,Premier_league,Dušan Tadić,Southampton FC,2017-2018,3,6,,2017
397,,Brazil,Premier_league,Richarlison,Watford FC,2017-2018,4,5,,2017
398,,England,Premier_league,Marc Albrighton,Leicester City,2017-2018,7,2,,2017
399,,England,Premier_league,Andros Townsend,Crystal Palace,2017-2018,7,2,,2017
400,,Mexico,Premier_league,Javier Hernández,West Ham United,2017-2018,0,8,59.,2017
401,,France,Premier_league,Olivier Giroud,Chelsea FCArsenal FC,2017-2018,1,7,,2017
402,,England,Premier_league,Jay Rodriguez,West Bromwich Albion,2017-2018,1,7,,2017
403,,Benin,Premier_league,Steve Mounié,Huddersfield Town,2017-2018,1,7,,2017
404,,Senegal,Premier_league,Mame Diouf,Stoke City,2017-2018,2,6,,2017
405,,Japan,Premier_league,Shinji Okazaki,Leicester City,2017-2018,2,6,,2017
406,,Scotland,Premier_league,Ryan Fraser,AFC Bournemouth,2017-2018,3,5,,2017
407,,Colombia,Premier_league,José Izquierdo,Brighton & Hove Albion,2017-2018,3,5,,2017
408,,Brazil,Premier_league,Fernandinho,Manchester City,2017-2018,3,5,,2017
409,,Belgium,Premier_league,Christian Benteke,Crystal Palace,2017-2018,5,3,,2017
410,,Nigeria,Premier_league,Alex Iwobi,Arsenal FC,2017-2018,5,3,,2017
411,,Spain,Premier_league,Mata,Manchester United,2017-2018,5,3,,2017
412,,Scotland,Premier_league,Matt Ritchie,Newcastle United,2017-2018,5,3,,2017
413,,Wales,Premier_league,Joe Allen,Stoke City,2017-2018,6,2,,2017
414,,England,Premier_league,Jordon Ibe,AFC Bournemouth,2017-2018,6,2,,2017
415,,Wales,Premier_league,Ben Davies,Tottenham Hotspur,2017-2018,6,2,,2017
416,,Spain,Premier_league,Azpilicueta,Chelsea FC,2017-2018,6,2,,2017
417,,England,Premier_league,Aaron Cresswell,West Ham United,2017-2018,7,1,,2017
418,,Switzerland,Premier_league,Granit Xhaka,Arsenal FC,2017-2018,7,1,,2017
419,,England,Premier_league,Charlie Austin,Southampton FC,2017-2018,0,7,78.,2017
420,,Belgium,Premier_league,Laurent Depoitre,Huddersfield Town,2017-2018,1,6,,2017
421,,England,Premier_league,Troy Deeney,Watford FC,2017-2018,2,5,,2017
422,,England,Premier_league,Andre Gray,Watford FC,2017-2018,2,5,,2017
423,,Spain,Premier_league,Nacho Monreal,Arsenal FC,2017-2018,2,5,,2017
424,,England,Premier_league,Peter Crouch,Stoke City,2017-2018,2,5,,2017
425,,England,Premier_league,Junior Stanislas,AFC Bournemouth,2017-2018,2,5,,2017
426,,Argentina,Premier_league,Roberto Pereyra,Watford FC,2017-2018,2,5,,2017
427,,England,Premier_league,Danny Welbeck,Arsenal FC,2017-2018,2,5,,2017
428,,Australia,Premier_league,Aaron Mooy,Huddersfield Town,2017-2018,3,4,,2017
429,,Iceland,Premier_league,Gylfi Sigurðsson,Everton FC,2017-2018,3,4,,2017
430,,Germany,Premier_league,Emre Can,Liverpool FC,2017-2018,4,3,,2017
431,,Ghana,Premier_league,André Ayew,West Ham UnitedSwansea City,2017-2018,4,3,,2017
432,,South Africa,Premier_league,Andrew Surman,AFC Bournemouth,2017-2018,5,2,,2017
433,,Northern Ireland,Premier_league,Chris Brunt,West Bromwich Albion,2017-2018,7,0,,2017
434,,Netherlands,Premier_league,Patrick van Aanholt,Crystal Palace,2017-2018,1,5,93.,2017
435,,Scotland,Premier_league,James McArthur,Crystal Palace,2017-2018,1,5,,2017
436,,England,Premier_league,Tammy Abraham,Swansea City,2017-2018,1,5,,2017
437,,Spain,Premier_league,Pedro,Chelsea FC,2017-2018,2,4,,2017
438,,England,Premier_league,James Ward-Prowse,Southampton FC,2017-2018,3,3,,2017
439,,Nigeria,Premier_league,Victor Moses,Chelsea FC,2017-2018,3,3,,2017
440,,Nigeria,Premier_league,Kelechi Iheanacho,Leicester City,2017-2018,3,3,,2017
441,,England,Premier_league,Theo Walcott,Arsenal FCEverton FC,2017-2018,3,3,,2017
442,,Spain,Premier_league,Cesc Fàbregas,Chelsea FC,2017-2018,4,2,,2017
443,,Bosnia-Herzegovina,Premier_league,Sead Kolašinac,Arsenal FC,2017-2018,4,2,,2017
444,,England,Premier_league,Harry Maguire,Leicester City,2017-2018,4,2,,2017
445,,England,Premier_league,Ashley Young,Manchester United,2017-2018,4,2,,2017
446,,Scotland,Premier_league,Andrew Robertson,Liverpool FC,2017-2018,5,1,,2017
447,,England,Premier_league,Kyle Walker,Manchester City,2017-2018,6,0,,2017
448,,Turkey,Premier_league,Cenk Tosun,Everton FC,2017-2018,0,5,107.,2017
449,,Italy,Premier_league,Manolo Gabbiadini,Southampton FC,2017-2018,0,5,,2017
450,,Wales,Premier_league,Sam Vokes,Burnley FC,2017-2018,1,4,,2017
451,,England,Premier_league,Jermain Defoe,AFC Bournemouth,2017-2018,1,4,,2017
452,,Spain,Premier_league,Joselu,Newcastle United,2017-2018,1,4,,2017
453,,Germany,Premier_league,İlkay Gündoğan,Manchester City,2017-2018,1,4,,2017
454,,Brazil,Premier_league,Danilo,Manchester City,2017-2018,2,3,,2017
455,,Netherlands,Premier_league,Nathan Aké,AFC Bournemouth,2017-2018,3,2,,2017
456,,England,Premier_league,Will Hughes,Watford FC,2017-2018,3,2,,2017
457,,England,Premier_league,Leighton Baines,Everton FC,2017-2018,3,2,,2017
458,,Spain,Premier_league,Héctor Bellerín,Arsenal FC,2017-2018,3,2,,2017
459,,Senegal,Premier_league,Cheikhou Kouyaté,West Ham United,2017-2018,3,2,,2017
460,,England,Premier_league,Ruben Loftus-Cheek,Crystal Palace,2017-2018,3,2,,2017
461,,England,Premier_league,Kieran Trippier,Tottenham Hotspur,2017-2018,5,0,,2017
462,,Argentina,Premier_league,Nicolás Otamendi,Manchester City,2017-2018,0,4,121.,2017
463,,England,Premier_league,Chris Smalling,Manchester United,2017-2018,0,4,,2017
464,,England,Premier_league,Mark Noble,West Ham United,2017-2018,0,4,,2017
465,,Belgium,Premier_league,Marouane Fellaini,Manchester United,2017-2018,0,4,,2017
466,,Germany,Premier_league,Shkodran Mustafi,Arsenal FC,2017-2018,1,3,,2017
467,,England,Premier_league,Michail Antonio,West Ham United,2017-2018,1,3,,2017
468,,England,Premier_league,Demarai Gray,Leicester City,2017-2018,1,3,,2017
469,,France,Premier_league,Anthony Knockaert,Brighton & Hove Albion,2017-2018,1,3,,2017
470,,England,Premier_league,Sam Clucas,Swansea City,2017-2018,1,3,,2017
471,,Ecuador,Premier_league,Antonio Valencia,Manchester United,2017-2018,1,3,,2017
472,,Israel,Premier_league,Tomer Hemed,Brighton & Hove Albion,2017-2018,2,2,,2017
473,,Ghana,Premier_league,Christian Atsu,Newcastle United,2017-2018,2,2,,2017
474,,Ivory Coast,Premier_league,Serge Aurier,Tottenham Hotspur,2017-2018,2,2,,2017
475,,France,Premier_league,Tiemoué Bakayoko,Chelsea FC,2017-2018,2,2,,2017
476,,Morocco,Premier_league,Sofiane Boufal,Southampton FC,2017-2018,2,2,,2017
477,,Scotland,Premier_league,Matt Phillips,West Bromwich Albion,2017-2018,2,2,,2017
478,,Northern Ireland,Premier_league,Jonny Evans,West Bromwich Albion,2017-2018,2,2,,2017
479,,England,Premier_league,Jake Livermore,West Bromwich Albion,2017-2018,2,2,,2017
480,,South Korea,Premier_league,Sung-yueng Ki,Swansea City,2017-2018,2,2,,2017
481,,Argentina,Premier_league,Érik Lamela,Tottenham Hotspur,2017-2018,2,2,,2017
482,,Ireland,Premier_league,Jeff Hendrick,Burnley FC,2017-2018,2,2,,2017
483,,Brazil,Premier_league,Kenedy,Chelsea FCNewcastle United,2017-2018,2,2,,2017
484,,England,Premier_league,Adam Smith,AFC Bournemouth,2017-2018,3,1,,2017
485,,England,Premier_league,Nathan Redmond,Southampton FC,2017-2018,3,1,,2017
486,,England,Premier_league,Jack Wilshere,Arsenal FC,2017-2018,3,1,,2017
487,,England,Premier_league,Charlie Daniels,AFC Bournemouth,2017-2018,3,1,,2017
488,,England,Premier_league,Jonjo Shelvey,Newcastle United,2017-2018,3,1,,2017
489,,Germany,Premier_league,Collin Quaner,Huddersfield Town,2017-2018,4,0,,2017
490,,Greece,Premier_league,José Holebas,Watford FC,2017-2018,4,0,,2017
491,,Netherlands,Premier_league,Davy Pröpper,Brighton & Hove Albion,2017-2018,4,0,,2017
492,,England,Premier_league,Tom Carroll,Swansea City,2017-2018,4,0,,2017
493,,England,Premier_league,Ryan Bertrand,Southampton FC,2017-2018,4,0,,2017
494,,Spain,Premier_league,Iborra,Leicester City,2017-2018,0,3,153.,2017
495,,Mali,Premier_league,Bakary Sako,Crystal Palace,2017-2018,0,3,,2017
496,,England,Premier_league,James Tomkins,Crystal Palace,2017-2018,0,3,,2017
497,,Northern Ireland,Premier_league,Steven Davis,Southampton FC,2017-2018,0,3,,2017
498,,Netherlands,Premier_league,Daryl Janmaat,Watford FC,2017-2018,0,3,,2017
499,,England,Premier_league,Andy Carroll,West Ham United,2017-2018,0,3,,2017
500,,England,Premier_league,Jamaal Lascelles,Newcastle United,2017-2018,0,3,,2017
501,,Netherlands,Premier_league,Rajiv van La Parra,Huddersfield Town,2017-2018,0,3,,2017
502,,Wales,Premier_league,Andy King,Leicester CitySwansea City,2017-2018,0,3,,2017
503,,England,Premier_league,Dan Gosling,AFC Bournemouth,2017-2018,1,2,,2017
504,,England,Premier_league,Daniel Sturridge,Liverpool FCWest Bromwich Albion,2017-2018,1,2,,2017
505,,Senegal,Premier_league,Papa N'Diaye,Stoke City,2017-2018,1,2,,2017
506,,Germany,Premier_league,Antonio Rüdiger,Chelsea FC,2017-2018,1,2,,2017
507,,England,Premier_league,Alfie Mawson,Swansea City,2017-2018,1,2,,2017
508,,Croatia,Premier_league,Dejan Lovren,Liverpool FC,2017-2018,1,2,,2017
509,,Ireland,Premier_league,Shane Long,Southampton FC,2017-2018,1,2,,2017
510,,Portugal,Premier_league,João Mário,West Ham United,2017-2018,1,2,,2017
511,,Senegal,Premier_league,Idrissa Gueye,Everton FC,2017-2018,1,2,,2017
512,,England,Premier_league,Jack Cork,Burnley FC,2017-2018,1,2,,2017
513,,England,Premier_league,Tom Davies,Everton FC,2017-2018,1,2,,2017
514,,Canada,Premier_league,Scott Arfield,Burnley FC,2017-2018,1,2,,2017
515,,Belgium,Premier_league,Michy Batshuayi,Chelsea FC,2017-2018,1,2,,2017
516,,England,Premier_league,Steve Cook,AFC Bournemouth,2017-2018,1,2,,2017
517,,Ireland,Premier_league,Ciaran Clark,Newcastle United,2017-2018,1,2,,2017
518,,England,Premier_league,Tom Cleverley,Watford FC,2017-2018,2,1,,2017
519,,Peru,Premier_league,André Carrillo,Watford FC,2017-2018,2,1,,2017
520,,England,Premier_league,Fabian Delph,Manchester City,2017-2018,2,1,,2017
521,,Ireland,Premier_league,Robbie Brady,Burnley FC,2017-2018,2,1,,2017
522,,Netherlands,Premier_league,Georginio Wijnaldum,Liverpool FC,2017-2018,2,1,,2017
523,,Ireland,Premier_league,Kevin Long,Burnley FC,2017-2018,2,1,,2017
524,,France,Premier_league,Mamadou Sakho,Crystal Palace,2017-2018,2,1,,2017
525,,Nigeria,Premier_league,Wilfred Ndidi,Leicester City,2017-2018,3,0,,2017
526,,England,Premier_league,Matthew Lowton,Burnley FC,2017-2018,3,0,,2017
527,,England,Premier_league,James Milner,Liverpool FC,2017-2018,3,0,,2017
528,,England,Premier_league,Dale Stephens,Brighton & Hove Albion,2017-2018,3,0,,2017
529,,Portugal,Premier_league,Cédric Soares,Southampton FC,2017-2018,3,0,,2017
530,,France,Premier_league,Arthur Masuaku,West Ham United,2017-2018,3,0,,2017
531,,France,Premier_league,Laurent Koscielny,Arsenal FC,2017-2018,0,2,190.,2017
532,,England,Premier_league,Tom Ince,Huddersfield Town,2017-2018,0,2,,2017
533,,Belgium,Premier_league,Christian Kabasele,Watford FC,2017-2018,0,2,,2017
534,,England,Premier_league,Jack Stephens,Southampton FC,2017-2018,0,2,,2017
535,,Japan,Premier_league,Maya Yoshida,Southampton FC,2017-2018,0,2,,2017
536,,France,Premier_league,Lys Mousset,AFC Bournemouth,2017-2018,0,2,,2017
537,,Ivory Coast,Premier_league,Wilfried Bony,Swansea City,2017-2018,0,2,,2017
538,,Wales,Premier_league,Hal Robson-Kanu,West Bromwich Albion,2017-2018,0,2,,2017
539,,England,Premier_league,Craig Dawson,West Bromwich Albion,2017-2018,0,2,,2017
540,,Senegal,Premier_league,Momo Diamé,Newcastle United,2017-2018,0,2,,2017
541,,Egypt,Premier_league,Ahmed Hegazy,West Bromwich Albion,2017-2018,0,2,,2017
542,,Spain,Premier_league,Pedro Obiang,West Ham United,2017-2018,0,2,,2017
543,,Senegal,Premier_league,Diafra Sakho,West Ham United,2017-2018,0,2,,2017
544,,Egypt,Premier_league,Ramadan Sobhi,Stoke City,2017-2018,0,2,,2017
545,,Italy,Premier_league,Davide Zappacosta,Chelsea FC,2017-2018,1,1,,2017
546,,England,Premier_league,Jacob Murphy,Newcastle United,2017-2018,1,1,,2017
547,,England,Premier_league,Gareth Barry,West Bromwich Albion,2017-2018,1,1,,2017
548,,England,Premier_league,Trent Alexander-Arnold,Liverpool FC,2017-2018,1,1,,2017
549,,England,Premier_league,Alex Pritchard,Huddersfield Town,2017-2018,1,1,,2017
550,,Ireland,Premier_league,Stephen Ward,Burnley FC,2017-2018,1,1,,2017
551,,Spain,Premier_league,Mikel Merino,Newcastle United,2017-2018,1,1,,2017
552,,Italy,Premier_league,Stefano Okaka,Watford FC,2017-2018,1,1,,2017
553,,Serbia,Premier_league,Nemanja Matić,Manchester United,2017-2018,1,1,,2017
554,,Spain,Premier_league,Kiko Femenía,Watford FC,2017-2018,1,1,,2017
555,,Belgium,Premier_league,Steven Defour,Burnley FC,2017-2018,1,1,,2017
556,,England,Premier_league,Jordan Henderson,Liverpool FC,2017-2018,1,1,,2017
557,,Algeria,Premier_league,Islam Slimani,Newcastle UnitedLeicester City,2017-2018,1,1,,2017
558,,England,Premier_league,Dominic Solanke,Liverpool FC,2017-2018,1,1,,2017
559,,Scotland,Premier_league,Darren Fletcher,Stoke City,2017-2018,1,1,,2017
560,,England,Premier_league,Lewis Dunk,Brighton & Hove Albion,2017-2018,1,1,,2017
561,,Netherlands,Premier_league,Leroy Fer,Swansea City,2017-2018,1,1,,2017
562,,Argentina,Premier_league,Federico Fernández,Swansea City,2017-2018,1,1,,2017
563,,Spain,Premier_league,Jesé,Stoke City,2017-2018,1,1,,2017
564,,France,Premier_league,Moussa Sissoko,Tottenham Hotspur,2017-2018,1,1,,2017
565,,Gabon,Premier_league,Mario Lemina,Southampton FC,2017-2018,1,1,,2017
566,,Netherlands,Premier_league,Jürgen Locadia,Brighton & Hove Albion,2017-2018,1,1,,2017
567,,Belgium,Premier_league,Vincent Kompany,Manchester City,2017-2018,1,1,,2017
568,,England,Premier_league,Ryan Shawcross,Stoke City,2017-2018,1,1,,2017
569,,Congo DR,Premier_league,Elias Kachunga,Huddersfield Town,2017-2018,1,1,,2017
570,,France,Premier_league,N'Golo Kanté,Chelsea FC,2017-2018,1,1,,2017
571,,England,Premier_league,Solomon March,Brighton & Hove Albion,2017-2018,1,1,,2017
572,,England,Premier_league,Kyle Naughton,Swansea City,2017-2018,2,0,,2017
573,,Poland,Premier_league,Grzegorz Krychowiak,West Bromwich Albion,2017-2018,2,0,,2017
574,,England,Premier_league,Lewis Cook,AFC Bournemouth,2017-2018,2,0,,2017
575,,England,Premier_league,Ben Chilwell,Leicester City,2017-2018,2,0,,2017
576,,Scotland,Premier_league,Oliver Burke,West Bromwich Albion,2017-2018,2,0,,2017
577,,Spain,Premier_league,Ander Herrera,Manchester United,2017-2018,2,0,,2017
578,,England,Premier_league,Eric Dier,Tottenham Hotspur,2017-2018,2,0,,2017
579,,England,Premier_league,Joe Gomez,Liverpool FC,2017-2018,2,0,,2017
580,,England,Premier_league,Aaron Lennon,Everton FCBurnley FC,2017-2018,2,0,,2017
